Date,City,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-09-18 14:00:00+00:00,Cairo,191.0,,14.8,25.4,114.0,9.6,16.6,49.333336
2024-09-18 15:00:00+00:00,Cairo,211.0,,18.6,23.1,102.0,9.0,17.3,41.333332
2024-09-18 16:00:00+00:00,Cairo,262.0,,31.3,21.6,81.0,11.0,19.2,32.4
2024-09-18 17:00:00+00:00,Cairo,319.0,,42.7,20.7,61.0,12.1,18.4,30.883335
2024-09-18 18:00:00+00:00,Cairo,296.0,,42.7,22.0,61.0,13.0,17.7,30.500002
2024-09-18 19:00:00+00:00,Cairo,281.0,,43.7,25.1,54.0,12.9,19.2,30.275003
2024-09-18 20:00:00+00:00,Cairo,279.0,,41.7,25.4,47.0,14.6,20.7,30.050001
2024-09-18 21:00:00+00:00,Cairo,294.0,,41.1,23.3,38.0,16.0,22.0,29.933334
2024-09-18 22:00:00+00:00,Cairo,285.0,,38.8,24.5,33.0,14.8,21.1,29.775002
2024-09-18 23:00:00+00:00,Cairo,263.0,,32.7,26.1,47.0,14.7,22.0,29.558332
2024-09-19 00:00:00+00:00,Cairo,236.0,,30.9,27.5,47.0,14.8,22.1,29.483334
2024-09-19 01:00:00+00:00,Cairo,248.0,,32.4,27.5,43.0,15.7,22.5,29.400002
2024-09-19 02:00:00+00:00,Cairo,240.0,,29.5,27.0,40.0,14.4,24.7,29.208334
2024-09-19 03:00:00+00:00,Cairo,220.0,,26.3,29.5,43.0,12.0,21.9,28.650002
2024-09-19 04:00:00+00:00,Cairo,210.0,,28.6,22.8,42.0,12.3,22.4,27.6
2024-09-19 05:00:00+00:00,Cairo,286.0,,36.0,30.2,46.0,15.3,25.2,26.275002
2024-09-19 06:00:00+00:00,Cairo,352.0,,41.4,56.7,45.0,19.5,33.3,25.583328
2024-09-19 07:00:00+00:00,Cairo,337.0,,42.4,80.8,50.0,17.2,33.7,25.83333
2024-09-19 08:00:00+00:00,Cairo,282.0,,41.6,85.1,59.0,18.7,49.6,26.166666
2024-09-19 09:00:00+00:00,Cairo,269.0,,37.0,81.5,72.0,17.9,51.0,28.800001
2024-09-19 10:00:00+00:00,Cairo,242.0,,31.9,72.2,86.0,18.5,58.2,34.4
2024-09-19 11:00:00+00:00,Cairo,222.0,,25.3,53.8,97.0,23.8,66.2,38.800003
2024-09-19 12:00:00+00:00,Cairo,208.0,,18.7,39.8,100.0,25.0,74.1,40.0
2024-09-19 13:00:00+00:00,Cairo,196.0,,17.0,33.5,105.0,24.0,78.2,43.333336
2024-09-19 14:00:00+00:00,Cairo,196.0,,18.8,25.8,87.0,22.3,70.1,34.8
2024-09-19 15:00:00+00:00,Cairo,205.0,,19.3,21.3,77.0,21.5,69.8,34.616665
2024-09-19 16:00:00+00:00,Cairo,396.0,,53.0,23.6,48.0,23.4,77.7,36.804165
2024-09-19 17:00:00+00:00,Cairo,445.0,,65.8,26.0,17.0,25.9,79.3,39.241665
2024-09-19 18:00:00+00:00,Cairo,459.0,,71.9,28.1,8.0,26.5,84.3,43.558327
2024-09-19 19:00:00+00:00,Cairo,492.0,,73.5,32.6,4.0,29.5,85.7,49.10833
2024-09-19 20:00:00+00:00,Cairo,395.0,,75.4,31.4,32.0,32.1,82.7,54.649994
2024-09-19 21:00:00+00:00,Cairo,422.0,,64.6,30.7,22.0,27.0,69.8,59.816658
2024-09-19 22:00:00+00:00,Cairo,436.0,,72.4,29.8,28.0,28.9,70.2,60.76
2024-09-19 23:00:00+00:00,Cairo,447.0,,68.0,31.3,22.0,34.6,79.2,61.57833
2024-09-20 00:00:00+00:00,Cairo,402.0,,53.9,34.5,20.0,30.7,62.1,62.531662
2024-09-20 01:00:00+00:00,Cairo,328.0,,46.9,33.7,30.0,23.1,53.0,63.198326
2024-09-20 02:00:00+00:00,Cairo,282.0,,37.5,31.0,35.0,22.1,50.2,63.706665
2024-09-20 03:00:00+00:00,Cairo,256.0,,32.2,28.4,36.0,21.1,49.3,64.13167
2024-09-20 04:00:00+00:00,Cairo,263.0,,29.0,27.4,40.0,20.5,51.6,64.58833
2024-09-20 05:00:00+00:00,Cairo,293.0,,30.6,38.6,37.0,24.3,59.1,65.075
2024-09-20 06:00:00+00:00,Cairo,341.0,,41.7,48.6,35.0,29.3,70.8,65.64
2024-09-20 07:00:00+00:00,Cairo,334.0,,38.5,60.8,48.0,32.8,89.2,66.265
2024-09-20 08:00:00+00:00,Cairo,284.0,,26.7,67.2,57.0,25.1,94.9,67.19
2024-09-20 09:00:00+00:00,Cairo,229.0,,21.3,54.6,63.0,24.4,98.2,67.945
2024-09-20 10:00:00+00:00,Cairo,188.0,,12.0,40.1,77.0,23.2,103.7,68.73167
2024-09-20 11:00:00+00:00,Cairo,173.0,,9.9,25.8,75.0,21.0,99.8,69.49
2024-09-20 12:00:00+00:00,Cairo,173.0,,10.1,20.6,68.0,17.5,77.6,70.049995
2024-09-20 13:00:00+00:00,Cairo,163.0,,8.2,16.0,60.0,17.4,67.4,70.10833
2024-09-20 14:00:00+00:00,Cairo,158.0,,8.6,13.1,54.0,18.8,57.2,69.92833
2024-09-20 15:00:00+00:00,Cairo,178.0,,12.9,13.1,54.0,24.0,61.9,69.71333
2024-09-20 16:00:00+00:00,Cairo,212.0,,22.5,17.7,59.0,24.4,60.0,69.581665
2024-09-20 17:00:00+00:00,Cairo,214.0,,28.0,21.1,64.0,25.4,63.2,69.28666
2024-09-20 18:00:00+00:00,Cairo,196.0,,27.6,28.6,70.0,27.7,48.4,69.01833
2024-09-20 19:00:00+00:00,Cairo,196.0,,25.8,29.3,63.0,25.1,45.7,68.42
2024-09-20 20:00:00+00:00,Cairo,207.0,,27.0,29.4,54.0,23.6,43.6,67.753334
2024-09-20 21:00:00+00:00,Cairo,233.0,,28.1,27.7,52.0,24.5,42.2,67.10166
2024-09-20 22:00:00+00:00,Cairo,229.0,,34.0,22.3,41.0,22.2,39.5,66.64166
2024-09-20 23:00:00+00:00,Cairo,219.0,,40.4,25.2,48.0,22.6,36.3,66.13
2024-09-21 00:00:00+00:00,Cairo,210.0,,44.5,25.5,47.0,22.3,37.5,65.41499
2024-09-21 01:00:00+00:00,Cairo,208.0,,41.8,23.1,43.0,21.6,37.3,65.005
2024-09-21 02:00:00+00:00,Cairo,200.0,,34.1,20.2,44.0,22.3,38.6,64.74333
2024-09-21 03:00:00+00:00,Cairo,206.0,,26.6,18.0,41.0,22.9,36.7,64.55
2024-09-21 04:00:00+00:00,Cairo,205.0,,24.9,20.3,41.0,23.2,36.9,64.34
2024-09-21 05:00:00+00:00,Cairo,209.0,,27.1,21.3,49.0,21.2,37.2,64.095
2024-09-21 06:00:00+00:00,Cairo,198.0,,25.3,42.4,58.0,16.7,29.4,63.729996
2024-09-21 07:00:00+00:00,Cairo,171.0,,18.9,31.0,70.0,15.3,24.7,63.04
2024-09-21 08:00:00+00:00,Cairo,171.0,,15.7,28.9,78.0,15.3,24.6,61.965004
2024-09-21 09:00:00+00:00,Cairo,163.0,,13.4,25.7,87.0,15.3,23.1,60.793335
2024-09-21 10:00:00+00:00,Cairo,160.0,,12.0,24.5,96.0,15.2,24.1,57.70832
2024-09-21 11:00:00+00:00,Cairo,162.0,,10.9,22.5,95.0,17.0,25.1,51.075005
2024-09-21 12:00:00+00:00,Cairo,164.0,,10.2,20.5,96.0,18.9,28.1,44.85
2024-09-21 13:00:00+00:00,Cairo,162.0,,10.6,18.5,97.0,20.9,28.1,43.816666
2024-09-21 14:00:00+00:00,Cairo,168.0,,11.1,17.5,89.0,17.9,28.7,44.4
2024-09-21 15:00:00+00:00,Cairo,180.0,,14.1,16.4,81.0,14.3,26.1,44.249992
2024-09-21 16:00:00+00:00,Cairo,200.0,,19.0,16.6,72.0,14.7,26.6,42.63333
2024-09-21 17:00:00+00:00,Cairo,228.0,,29.0,18.3,68.0,16.6,21.6,41.01667
2024-09-21 18:00:00+00:00,Cairo,219.0,,27.5,21.2,67.0,16.7,23.1,39.775
2024-09-21 19:00:00+00:00,Cairo,255.0,,32.0,22.8,61.0,18.1,24.5,38.85833
2024-09-21 20:00:00+00:00,Cairo,250.0,,36.2,23.1,56.0,18.7,26.2,38.274998
2024-09-21 21:00:00+00:00,Cairo,248.0,,41.8,23.5,47.0,20.0,26.8,37.86667
2024-09-21 22:00:00+00:00,Cairo,277.0,,41.9,25.3,34.0,20.7,28.3,37.49167
2024-09-21 23:00:00+00:00,Cairo,240.0,,51.1,26.1,48.0,20.3,28.4,37.366673
2024-09-22 00:00:00+00:00,Cairo,250.0,,44.7,29.2,44.0,22.8,32.0,37.175003
2024-09-22 01:00:00+00:00,Cairo,263.0,,43.4,31.2,33.0,23.5,33.3,37.216667
2024-09-22 02:00:00+00:00,Cairo,290.0,,40.5,32.7,26.0,23.9,36.2,37.375
2024-09-22 03:00:00+00:00,Cairo,327.0,,36.4,34.7,20.0,24.0,37.8,37.508335
2024-09-22 04:00:00+00:00,Cairo,239.0,,42.4,36.5,25.0,24.5,38.5,37.600002
2024-09-22 05:00:00+00:00,Cairo,277.0,,36.2,37.2,31.0,25.3,38.9,37.708332
2024-09-22 06:00:00+00:00,Cairo,243.0,,37.1,45.3,49.0,21.2,33.3,38.049995
2024-09-22 07:00:00+00:00,Cairo,230.0,,27.0,50.9,61.0,15.9,28.1,38.425
2024-09-22 08:00:00+00:00,Cairo,207.0,,18.7,35.5,72.0,16.2,25.2,38.475
2024-09-22 09:00:00+00:00,Cairo,184.0,,13.6,28.9,87.0,15.7,23.7,38.55
2024-09-22 10:00:00+00:00,Cairo,175.0,,11.2,24.4,95.0,15.3,22.5,38.583332
2024-09-22 11:00:00+00:00,Cairo,169.0,,9.6,21.3,101.0,16.2,23.3,40.666664
2024-09-22 12:00:00+00:00,Cairo,168.0,,9.9,18.1,100.0,17.2,19.9,40.0
2024-09-22 13:00:00+00:00,Cairo,176.0,,11.1,16.3,100.0,13.8,18.9,40.0
2024-09-22 14:00:00+00:00,Cairo,181.0,,13.1,17.5,102.0,13.8,18.2,41.333332
2024-09-22 15:00:00+00:00,Cairo,193.0,,16.2,18.4,97.0,16.2,18.5,38.800003
2024-09-22 16:00:00+00:00,Cairo,234.0,,28.2,16.7,84.0,15.4,21.5,37.608334
2024-09-22 17:00:00+00:00,Cairo,281.0,,33.1,19.2,72.0,16.4,22.6,37.666668
2024-09-22 18:00:00+00:00,Cairo,269.0,,32.9,19.7,67.0,16.7,25.5,37.65
2024-09-22 19:00:00+00:00,Cairo,263.0,,34.7,20.1,55.0,16.2,23.2,37.65
2024-09-22 20:00:00+00:00,Cairo,254.0,,36.5,23.3,43.0,15.8,28.2,37.49167
2024-09-22 21:00:00+00:00,Cairo,282.0,,43.0,25.1,35.0,18.0,28.0,37.25
2024-09-22 22:00:00+00:00,Cairo,281.0,,45.8,25.8,31.0,18.3,27.2,37.083332
2024-09-22 23:00:00+00:00,Cairo,252.0,,47.4,29.5,44.0,17.9,28.3,36.88333
2024-09-23 00:00:00+00:00,Cairo,265.0,,47.3,36.1,36.0,19.4,31.2,36.68333
2024-09-23 01:00:00+00:00,Cairo,281.0,,39.8,37.7,26.0,23.8,34.2,36.399998
2024-09-23 02:00:00+00:00,Cairo,256.0,,34.3,39.0,22.0,23.8,37.8,36.424995
2024-09-23 03:00:00+00:00,Cairo,254.0,,35.0,37.6,25.0,25.4,39.1,36.416664
2024-09-23 04:00:00+00:00,Cairo,221.0,,37.9,35.2,26.0,25.5,38.9,36.53333
2024-09-23 05:00:00+00:00,Cairo,261.0,,38.9,33.6,35.0,24.1,40.1,36.61666
2024-09-23 06:00:00+00:00,Cairo,252.0,,35.9,61.8,49.0,19.0,32.2,36.516663
2024-09-23 07:00:00+00:00,Cairo,229.0,,31.4,72.2,60.0,16.1,29.1,36.33333
2024-09-23 08:00:00+00:00,Cairo,208.0,,22.0,65.2,72.0,14.7,23.6,36.35
2024-09-23 09:00:00+00:00,Cairo,190.0,,18.9,54.2,85.0,14.2,20.6,36.225002
2024-09-23 10:00:00+00:00,Cairo,181.0,,16.0,42.3,100.0,13.4,20.6,40.0
2024-09-23 11:00:00+00:00,Cairo,176.0,,13.9,32.3,103.0,14.6,21.3,42.0
2024-09-23 12:00:00+00:00,Cairo,172.0,,12.5,28.1,107.0,13.6,20.9,44.666668
2024-09-23 13:00:00+00:00,Cairo,178.0,,13.7,25.3,108.0,14.5,20.3,45.333332
2024-09-23 14:00:00+00:00,Cairo,186.0,,14.5,25.2,107.0,15.1,20.5,44.666668
2024-09-23 15:00:00+00:00,Cairo,208.0,,20.2,26.7,102.0,15.3,22.0,41.333332
2024-09-23 16:00:00+00:00,Cairo,243.0,,31.7,28.8,92.0,14.6,26.7,36.8
2024-09-23 17:00:00+00:00,Cairo,315.0,,39.2,24.9,78.0,14.9,23.6,35.533337
2024-09-23 18:00:00+00:00,Cairo,279.0,,37.5,24.9,69.0,15.7,26.4,35.408337
2024-09-23 19:00:00+00:00,Cairo,292.0,,42.4,22.6,61.0,15.5,27.7,35.325005
2024-09-23 20:00:00+00:00,Cairo,301.0,,44.5,23.5,53.0,16.1,26.4,35.26667
2024-09-23 21:00:00+00:00,Cairo,304.0,,46.5,24.9,40.0,18.6,32.9,35.291668
2024-09-23 22:00:00+00:00,Cairo,335.0,,54.0,25.3,28.0,21.2,33.6,35.341667
2024-09-23 23:00:00+00:00,Cairo,298.0,,45.6,25.2,29.0,22.5,36.2,35.583336
2024-09-24 00:00:00+00:00,Cairo,303.0,,44.4,25.0,32.0,24.2,38.5,35.96667
2024-09-24 01:00:00+00:00,Cairo,306.0,,41.9,25.2,20.0,25.4,42.1,36.366673
2024-09-24 02:00:00+00:00,Cairo,304.0,,41.9,25.3,22.0,26.7,45.8,36.500004
2024-09-24 03:00:00+00:00,Cairo,294.0,,46.4,27.9,22.0,28.4,45.3,36.741673
2024-09-24 04:00:00+00:00,Cairo,302.0,,46.6,34.1,20.0,31.9,45.5,36.99167
2024-09-24 05:00:00+00:00,Cairo,411.0,,45.7,39.5,23.0,31.8,53.1,37.525
2024-09-24 06:00:00+00:00,Cairo,331.0,,44.6,72.2,39.0,26.8,42.5,38.166668
2024-09-24 07:00:00+00:00,Cairo,273.0,,37.1,74.3,61.0,18.1,31.5,38.816666
2024-09-24 08:00:00+00:00,Cairo,227.0,,27.6,63.5,75.0,15.2,28.4,38.983334
2024-09-24 09:00:00+00:00,Cairo,205.0,,22.7,50.8,92.0,15.1,28.4,39.024998
2024-09-24 10:00:00+00:00,Cairo,197.0,,18.8,43.4,110.0,16.4,28.4,46.666664
2024-09-24 11:00:00+00:00,Cairo,197.0,,19.4,40.5,117.0,18.0,27.8,51.333332
2024-09-24 12:00:00+00:00,Cairo,203.0,,19.0,39.6,120.0,19.0,26.0,53.333336
2024-09-24 13:00:00+00:00,Cairo,208.0,,21.3,39.0,120.0,18.6,24.6,53.333336
2024-09-24 14:00:00+00:00,Cairo,209.0,,23.0,37.0,122.0,17.4,23.3,54.666668
2024-09-24 15:00:00+00:00,Cairo,230.0,,28.3,35.4,112.0,16.9,22.5,48.0
2024-09-24 16:00:00+00:00,Cairo,343.0,,44.8,31.6,93.0,16.8,23.9,41.499992
2024-09-24 17:00:00+00:00,Cairo,341.0,,45.3,26.4,82.0,18.8,25.6,41.86666
2024-09-24 18:00:00+00:00,Cairo,282.0,,34.7,23.6,77.0,19.3,25.2,42.516655
2024-09-24 19:00:00+00:00,Cairo,274.0,,31.8,20.3,65.0,16.3,23.1,43.11666
2024-09-24 20:00:00+00:00,Cairo,270.0,,31.4,20.4,55.0,16.9,24.3,43.249992
2024-09-24 21:00:00+00:00,Cairo,259.0,,34.8,21.2,48.0,17.3,25.4,43.383324
2024-09-24 22:00:00+00:00,Cairo,241.0,,36.0,22.5,45.0,18.2,26.5,43.166656
2024-09-24 23:00:00+00:00,Cairo,222.0,,35.5,22.8,57.0,20.1,28.1,42.666656
2024-09-25 00:00:00+00:00,Cairo,212.0,,27.3,17.6,55.0,21.2,29.7,42.266663
2024-09-25 01:00:00+00:00,Cairo,216.0,,25.8,17.3,46.0,22.1,30.5,41.766655
2024-09-25 02:00:00+00:00,Cairo,212.0,,23.6,16.5,46.0,23.2,32.2,41.21666
2024-09-25 03:00:00+00:00,Cairo,214.0,,21.9,16.1,46.0,24.5,32.9,40.63333
2024-09-25 04:00:00+00:00,Cairo,213.0,,23.9,16.4,48.0,24.3,33.2,39.991665
2024-09-25 05:00:00+00:00,Cairo,254.0,,34.9,19.8,50.0,23.6,34.7,39.358334
2024-09-25 06:00:00+00:00,Cairo,259.0,,39.2,44.5,52.0,17.6,27.2,38.675003
2024-09-25 07:00:00+00:00,Cairo,237.0,,28.9,42.1,66.0,13.7,20.8,37.908337
2024-09-25 08:00:00+00:00,Cairo,209.0,,19.6,38.8,81.0,13.3,20.1,37.54167
2024-09-25 09:00:00+00:00,Cairo,189.0,,15.3,34.7,98.0,13.6,19.6,39.2
2024-09-25 10:00:00+00:00,Cairo,179.0,,14.0,33.8,109.0,14.4,19.3,46.0
2024-09-25 11:00:00+00:00,Cairo,179.0,,13.3,31.9,117.0,14.6,18.6,51.333332
2024-09-25 12:00:00+00:00,Cairo,187.0,,13.9,30.5,119.0,14.5,18.0,52.666664
2024-09-25 13:00:00+00:00,Cairo,199.0,,15.3,29.5,120.0,14.1,17.5,53.333336
2024-09-25 14:00:00+00:00,Cairo,207.0,,17.9,28.0,117.0,13.6,17.4,51.333332
2024-09-25 15:00:00+00:00,Cairo,230.0,,22.4,26.8,109.0,12.8,19.4,46.0
2024-09-25 16:00:00+00:00,Cairo,265.0,,31.2,24.9,84.0,13.8,18.5,35.4
2024-09-25 17:00:00+00:00,Cairo,290.0,,37.7,22.1,70.0,13.7,17.8,35.149998
2024-09-25 18:00:00+00:00,Cairo,274.0,,33.5,22.3,63.0,13.0,17.5,34.725002
2024-09-25 19:00:00+00:00,Cairo,279.0,,34.3,22.4,58.0,13.6,18.1,34.2
2024-09-25 20:00:00+00:00,Cairo,278.0,,34.9,21.6,53.0,15.0,19.1,33.975002
2024-09-25 21:00:00+00:00,Cairo,272.0,,36.4,19.4,48.0,16.3,20.6,33.81667
2024-09-25 22:00:00+00:00,Cairo,279.0,,34.8,16.4,45.0,17.0,21.7,33.733334
2024-09-25 23:00:00+00:00,Cairo,247.0,,28.4,14.3,50.0,18.2,23.2,33.633335
2024-09-26 00:00:00+00:00,Cairo,224.0,,25.1,14.0,49.0,19.9,25.6,33.475002
2024-09-26 01:00:00+00:00,Cairo,220.0,,22.9,14.2,49.0,21.2,28.6,33.36667
2024-09-26 02:00:00+00:00,Cairo,214.0,,19.9,14.5,49.0,21.2,27.7,33.291668
2024-09-26 03:00:00+00:00,Cairo,211.0,,19.5,14.9,48.0,21.7,28.7,33.125004
2024-09-26 04:00:00+00:00,Cairo,208.0,,23.6,16.0,50.0,21.2,28.3,32.89167
2024-09-26 05:00:00+00:00,Cairo,244.0,,33.9,19.0,49.0,20.6,27.6,32.63334
2024-09-26 06:00:00+00:00,Cairo,266.0,,38.9,30.2,53.0,18.4,27.0,32.38334
2024-09-26 07:00:00+00:00,Cairo,238.0,,29.1,42.6,64.0,15.2,21.8,32.450005
2024-09-26 08:00:00+00:00,Cairo,219.0,,22.6,40.5,81.0,13.8,20.5,32.575005
2024-09-26 09:00:00+00:00,Cairo,198.0,,17.5,39.8,94.0,15.2,20.9,37.6
2024-09-26 10:00:00+00:00,Cairo,182.0,,16.3,39.7,105.0,16.3,21.3,43.333336
2024-09-26 11:00:00+00:00,Cairo,180.0,,15.7,38.7,113.0,16.0,20.6,48.666668
2024-09-26 12:00:00+00:00,Cairo,186.0,,16.2,38.0,118.0,15.6,20.2,52.0
2024-09-26 13:00:00+00:00,Cairo,197.0,,18.7,36.8,121.0,15.0,20.1,54.0
2024-09-26 14:00:00+00:00,Cairo,210.0,,21.5,35.3,118.0,14.5,19.7,52.0
2024-09-26 15:00:00+00:00,Cairo,231.0,,27.4,34.2,111.0,14.6,19.3,47.333336
2024-09-26 16:00:00+00:00,Cairo,315.0,,41.1,29.7,92.0,14.8,19.4,36.8
2024-09-26 17:00:00+00:00,Cairo,326.0,,43.3,25.8,82.0,16.0,22.8,33.5
2024-09-26 18:00:00+00:00,Cairo,297.0,,38.0,25.0,77.0,15.4,20.8,33.691666
2024-09-26 19:00:00+00:00,Cairo,298.0,,38.0,25.2,66.0,15.1,20.0,33.891666
2024-09-26 20:00:00+00:00,Cairo,291.0,,38.4,26.7,58.0,16.1,22.1,34.016666
2024-09-26 21:00:00+00:00,Cairo,276.0,,38.7,25.4,52.0,16.3,23.7,34.108334
2024-09-26 22:00:00+00:00,Cairo,263.0,,35.8,21.8,47.0,17.3,24.6,34.108334
2024-09-26 23:00:00+00:00,Cairo,228.0,,28.7,18.7,51.0,18.8,25.1,34.13333
2024-09-27 00:00:00+00:00,Cairo,228.0,,28.9,19.9,39.0,22.3,29.4,34.18333
2024-09-27 01:00:00+00:00,Cairo,234.0,,23.6,15.9,42.0,24.8,31.4,34.383327
2024-09-27 02:00:00+00:00,Cairo,219.0,,24.2,16.1,47.0,27.4,34.4,34.68333
2024-09-27 03:00:00+00:00,Cairo,237.0,,28.7,17.8,34.0,29.8,37.5,35.199997
2024-09-27 04:00:00+00:00,Cairo,236.0,,37.8,21.3,33.0,31.1,37.7,35.874996
2024-09-27 05:00:00+00:00,Cairo,274.0,,38.6,26.1,38.0,25.6,40.3,36.699997
2024-09-27 06:00:00+00:00,Cairo,258.0,,36.0,42.0,54.0,22.8,38.8,37.116665
2024-09-27 07:00:00+00:00,Cairo,233.0,,27.2,53.8,65.0,15.9,26.0,37.48333
2024-09-27 08:00:00+00:00,Cairo,197.0,,22.0,59.4,78.0,15.9,21.7,37.541664
2024-09-27 09:00:00+00:00,Cairo,185.0,,19.6,52.0,95.0,16.2,22.6,38.0
2024-09-27 10:00:00+00:00,Cairo,177.0,,16.9,48.5,108.0,18.1,23.5,45.333332
2024-09-27 11:00:00+00:00,Cairo,176.0,,15.1,46.3,114.0,18.5,25.6,49.333336
2024-09-27 12:00:00+00:00,Cairo,181.0,,14.2,44.1,123.0,18.7,27.8,55.333332
2024-09-27 13:00:00+00:00,Cairo,182.0,,16.2,41.1,127.0,18.6,28.3,58.0
2024-09-27 14:00:00+00:00,Cairo,184.0,,17.9,37.9,125.0,17.0,27.0,56.666664
2024-09-27 15:00:00+00:00,Cairo,207.0,,23.0,36.4,113.0,15.5,25.3,48.666668
2024-09-27 16:00:00+00:00,Cairo,258.0,,30.5,36.6,87.0,16.0,25.9,39.000004
2024-09-27 17:00:00+00:00,Cairo,255.0,,33.2,27.4,76.0,20.1,29.0,39.100002
2024-09-27 18:00:00+00:00,Cairo,271.0,,35.9,26.8,71.0,19.4,26.9,39.44167
2024-09-27 19:00:00+00:00,Cairo,255.0,,29.7,27.5,65.0,17.9,22.5,39.775005
2024-09-27 20:00:00+00:00,Cairo,260.0,,29.9,26.4,58.0,17.4,21.5,40.01667
2024-09-27 21:00:00+00:00,Cairo,271.0,,35.1,23.6,53.0,17.7,22.4,40.233337
2024-09-27 22:00:00+00:00,Cairo,263.0,,31.3,25.7,50.0,19.0,25.5,40.466667
2024-09-27 23:00:00+00:00,Cairo,257.0,,32.1,28.3,48.0,20.9,26.6,40.75
2024-09-28 00:00:00+00:00,Cairo,232.0,,32.6,27.7,47.0,23.5,30.1,41.100006
2024-09-28 01:00:00+00:00,Cairo,242.0,,29.4,25.4,44.0,25.1,32.0,41.299995
2024-09-28 02:00:00+00:00,Cairo,257.0,,24.3,22.9,41.0,27.7,35.1,41.35
2024-09-28 03:00:00+00:00,Cairo,250.0,,24.9,21.3,36.0,30.4,40.4,41.4
2024-09-28 04:00:00+00:00,Cairo,255.0,,33.8,22.3,37.0,32.3,38.7,41.5
2024-09-28 05:00:00+00:00,Cairo,281.0,,32.7,29.3,41.0,29.3,40.8,41.700005
2024-09-28 06:00:00+00:00,Cairo,249.0,,28.1,34.8,53.0,28.9,40.5,42.316666
2024-09-28 07:00:00+00:00,Cairo,233.0,,27.1,45.4,66.0,24.5,34.6,43.33333
2024-09-28 08:00:00+00:00,Cairo,227.0,,27.1,65.4,74.0,21.4,29.9,44.766663
2024-09-28 09:00:00+00:00,Cairo,220.0,,25.5,70.3,88.0,22.7,29.2,45.683327
2024-09-28 10:00:00+00:00,Cairo,198.0,,21.1,66.5,107.0,23.1,29.9,46.766663
2024-09-28 11:00:00+00:00,Cairo,190.0,,18.2,57.5,114.0,24.5,29.1,49.333336
2024-09-28 12:00:00+00:00,Cairo,185.0,,17.3,48.1,120.0,23.2,26.9,53.333336
2024-09-28 13:00:00+00:00,Cairo,188.0,,17.9,40.0,123.0,21.9,25.6,55.333332
2024-09-28 14:00:00+00:00,Cairo,184.0,,18.7,32.9,117.0,19.6,25.1,51.333332
2024-09-28 15:00:00+00:00,Cairo,208.0,,22.1,27.4,105.0,17.1,25.9,50.333336
2024-09-28 16:00:00+00:00,Cairo,269.0,,33.9,23.1,82.0,16.9,27.0,50.6
2024-09-28 17:00:00+00:00,Cairo,284.0,,37.4,22.2,80.0,19.9,26.8,50.75
2024-09-28 18:00:00+00:00,Cairo,239.0,,29.3,21.3,79.0,20.8,24.5,50.716675
2024-09-28 19:00:00+00:00,Cairo,266.0,,33.6,19.0,64.0,19.7,24.4,50.950005
2024-09-28 20:00:00+00:00,Cairo,268.0,,35.3,20.8,55.0,19.9,30.5,51.250008
2024-09-28 21:00:00+00:00,Cairo,285.0,,36.6,23.0,47.0,20.9,27.6,51.666664
2024-09-28 22:00:00+00:00,Cairo,253.0,,41.6,25.3,42.0,19.2,26.9,52.200005
2024-09-28 23:00:00+00:00,Cairo,253.0,,45.3,25.0,44.0,18.7,29.0,52.233345
2024-09-29 00:00:00+00:00,Cairo,213.0,,32.9,22.2,49.0,18.6,28.1,51.86667
2024-09-29 01:00:00+00:00,Cairo,198.0,,25.6,20.0,50.0,19.0,28.3,51.049995
2024-09-29 02:00:00+00:00,Cairo,179.0,,17.2,17.6,53.0,19.3,27.4,50.033333
2024-09-29 03:00:00+00:00,Cairo,180.0,,17.0,18.8,49.0,20.0,28.1,48.63333
2024-09-29 04:00:00+00:00,Cairo,199.0,,22.8,22.9,49.0,21.1,28.9,46.9
2024-09-29 05:00:00+00:00,Cairo,226.0,,23.7,27.2,50.0,21.5,30.0,45.033333
2024-09-29 06:00:00+00:00,Cairo,207.0,,26.9,30.1,60.0,19.2,26.9,43.733337
2024-09-29 07:00:00+00:00,Cairo,211.0,,22.3,33.5,73.0,13.0,25.3,42.116676
2024-09-29 08:00:00+00:00,Cairo,185.0,,17.1,32.5,87.0,13.9,23.0,40.200005
2024-09-29 09:00:00+00:00,Cairo,165.0,,14.4,35.4,96.0,15.3,22.7,39.475002
2024-09-29 10:00:00+00:00,Cairo,157.0,,11.1,33.0,105.0,14.7,23.1,43.333336
2024-09-29 11:00:00+00:00,Cairo,153.0,,10.4,27.5,107.0,15.5,22.1,44.666668
2024-09-29 12:00:00+00:00,Cairo,158.0,,10.8,24.2,112.0,16.3,22.3,48.0
2024-09-29 13:00:00+00:00,Cairo,159.0,,11.5,21.0,113.0,15.4,21.7,48.666668
2024-09-29 14:00:00+00:00,Cairo,163.0,,13.7,20.8,110.0,16.1,21.1,46.666664
2024-09-29 15:00:00+00:00,Cairo,188.0,,18.5,20.6,105.0,16.5,20.9,43.333336
2024-09-29 16:00:00+00:00,Cairo,228.0,,32.2,20.2,84.0,16.2,20.7,35.95
2024-09-29 17:00:00+00:00,Cairo,252.0,,34.7,18.8,74.0,15.6,20.4,35.891666
2024-09-29 18:00:00+00:00,Cairo,244.0,,31.5,20.3,62.0,15.5,21.4,35.533337
